DIA;TIEMPO_ATRASO;TIEMPO_DESPACHO;TIEMPO_IDA;TIEMPO_ATENCION;TIEMPO_TRASLADO;TIEMPO_DERIVACION;TIEMPO_PROCESO
1;6.716587222540613;10.11678989580107;108.25082157433486;30.892076863199414;63.39983578703173;21.431860622866377;177.60325101889447
2;6.467706599678347;10.20580194005648;115.83846672313635;31.714868273587726;65.4102242499025;23.837012938718757;193.43641896442173
3;7.084363407030696;10.080537347374804;113.59196616752679;32.87578479660098;63.19233291822889;23.83680841267578;185.05370263802413
4;7.084363407030696;9.974778265001015;109.60541595629321;33.60622392923405;59.927888934518364;23.779470168903263;178.7162893910156
5;7.084363407030696;10.839874085399838;109.72636493778961;33.269572205590805;57.95956411082856;23.808037027768023;178.73782398093738
6;7.084363407030696;10.60798332534679;108.0207854207157;33.31321750711141;57.573880585032164;23.83666232264508;178.56554726156315
7;7.084363407030696;10.13657035008005;111.14712643347076;33.37600459756627;60.760581152606704;23.515543668561172;187.35599301857047
8;7.084363407030696;10.156350804359024;111.35698512292095;33.26331686132994;60.765425582305475;23.52970032033074;187.65587040686478
9;7.037096112036352;10.0432401009973;118.05398754653216;33.6899400498405;60.831353819959496;23.397116668648245;190.91504258901347
10;7.037096112036352;10.063032631811849;117.97482109204458;33.6899400498405;62.3362274769453;22.7516183258922;195.3114504377884
11;7.037096112036352;10.079733228094534;118.72972673173923;33.80382498640945;63.280996653049236;22.6276835001842;206.10808117973434
12;7.037096112036352;10.083761947888025;120.43531596684983;33.718324032954285;63.17046098850036;22.6276835001842;205.82022722229732
13;7.037096112036352;10.05702926644756;120.97390386480723;33.8675385075853;62.693861337725444;22.7516183258922;199.78760514410385
14;8.859750803301228;9.829511932435064;122.34875735324012;34.307012203931826;62.854068855285064;22.6276835001842;207.9246001357176
15;8.859750803301228;9.717573115728657;122.84626614363326;34.42039642583065;62.85938481733975;22.7516183258922;207.9246001357176
16;8.859750803301228;9.527899480459011;122.28241746635867;34.37136653831386;63.38289982547582;22.6276835001842;207.51273206630688
17;8.859750803301228;9.446946562531963;122.24125392553196;34.501139187860254;63.75327534253458;22.691902964288047;207.779636805514
18;8.859750803301228;9.246905697917143;122.31450980218622;34.39291902316227;63.023216293789936;22.7516183258922;205.53237326486075
19;8.859750803301228;9.379404051975003;121.94296968370418;34.42497599294205;64.65480887964097;22.79757241385214;207.33962296265048
20;8.859750803301228;9.436555407061661;121.411355208651;34.361544569965375;63.62191709559064;22.7516183258922;200.94026268187525
21;8.859750803301228;9.512558991264488;122.50258462335114;34.592241759273;63.46590371740339;22.7516183258922;207.06759437119047
22;8.859750803301228;9.52506541514626;122.3715890539427;34.54972722594704;63.34125253331979;22.960982637459413;203.7056339374895
23;8.859750803301228;9.512558991264488;122.33163357771318;34.51328619738194;63.252215973260114;22.96047220278114;207.02752035215195
24;8.859750803301228;9.417626182540854;122.41154453017225;35.4323618458294;63.10975747716467;22.975301212151983;207.0041438410462
25;8.859750803301228;9.526320293311144;123.02758938539183;35.30121932090465;62.87533270350377;22.975717174738605;206.35252161654589
26;18.416319468316214;9.500052567382715;125.6240486051202;34.942885694059555;63.0111509575256;23.107158092028797;208.29232678460437
27;18.416319468316214;9.526634012852366;125.81852799357061;34.55580073070788;64.41529371336992;23.109964260629848;208.6458932659083
28;18.416319468316214;9.611192067479152;124.47225688452306;34.501139187860254;64.18994724688375;23.11620952323925;208.36711862357097
29;18.416319468316214;9.613132431138142;124.12080394727013;34.41123729160786;64.7440930682544;23.117585160842587;208.60837108160374
30;18.416319468316214;9.61943861302986;122.49348061403325;34.37856644880632;64.0439894706379;23.166701503411755;208.2507676286755
