DIA;TIEMPO_ATRASO;TIEMPO_DESPACHO;TIEMPO_IDA;TIEMPO_ATENCION;TIEMPO_TRASLADO;TIEMPO_DERIVACION;TIEMPO_PROCESO
1;3.1695757540111344;4.262165701256406;58.90475652650743;14.656628799621053;25.569888438503558;11.377826331952956;113.30614827996777
2;2.6257191810491065;4.262567007756035;60.2655847356208;15.126274592756275;27.437112650962952;11.399779034160472;117.83419777441098
3;2.7782968020691876;4.180700631105892;60.50209203677929;15.501535637327367;26.185799851104825;11.441110722277376;115.98842901621519
4;2.7782968020691876;3.936092776219912;59.675346175941684;15.706945486884086;25.833996660380734;11.279939711872302;114.80420366169785
5;2.7782968020691876;4.124813003178309;58.04091690484394;15.38686105774464;24.992075607270973;10.94843671605257;111.93225618347071
6;2.7782968020691876;4.096493717847593;56.63657986383959;15.476464992360762;24.794739895233747;10.821613596456439;110.46470004285645
7;2.7782968020691876;3.9685212030111954;57.51044076334203;15.515667232445228;25.357561527533665;10.716019468560267;111.68990636026078
8;2.7782968020691876;4.010243921249806;57.364458565035875;15.614087283772305;25.57548226079242;10.737431301866891;111.9471130664354
9;2.364277583486192;3.9784741482403936;58.88285917821486;15.699578736269535;25.532021497323907;10.646557910306708;113.34240345154055
10;2.364277583486192;4.017073443216037;58.974272154250215;15.782416042023103;25.633487154049174;10.601016226865577;113.69020545788379
11;2.364277583486192;4.051573612646438;59.49790162650751;15.934965937196937;25.82544872805594;10.567073625735548;114.501248223536
12;2.364277583486192;4.005771183315246;60.01121490584602;15.997981654172557;25.865006854696734;10.528978894500588;115.05801659866988
13;2.364277583486192;3.9787101950762827;59.78157831557966;16.05510277624156;26.030003597653163;10.626595788771944;115.14811491629224
14;3.3487721467271094;3.933989552204059;60.80109455653635;16.094847678943193;26.17446269945731;10.651582479716797;116.35744563239136
15;3.3487721467271094;3.961862257954697;60.75435791217075;16.134908923882612;26.24446620870249;10.6880222587684;116.46610284619352
16;3.3487721467271094;3.9715713615497164;60.26417766655775;16.00722196889413;26.538431373371584;10.738062678375673;116.2435329360493
17;3.3487721467271094;3.922226543094715;60.370759735330424;16.028794011878247;26.547152269829425;10.740358713755118;116.3301738818943
18;3.3487721467271094;3.8973830543279524;60.383390616102666;16.003282797590444;26.533229773073717;10.670856475915167;116.15472219899559
19;3.3487721467271094;3.903268214313198;60.38447580415273;15.996401456825017;26.744496903858508;10.686576234354886;116.46719526361879
20;3.3487721467271094;3.9107206889976904;59.872673136676035;15.926630367573306;26.720116810017227;10.667868631387808;115.86176840659736
21;3.3487721467271094;3.9370188903829253;60.192510789976154;15.995463951530729;26.678179012986423;10.670454805455414;116.15860158571266
22;3.3487721467271094;3.9454858339028145;59.90313018710397;16.01875803304164;26.623767973701945;10.718061577759467;115.90459711379938
23;3.3487721467271094;3.9580997916520064;59.7356617154199;16.009294311162417;26.60118165068143;10.68227219876753;115.70559466705566
24;3.3487721467271094;3.949745410672617;59.42421827969661;16.017184887702825;26.47066430757026;10.720457077397135;115.3132651013132
25;3.3487721467271094;3.962223300118796;59.53038700429467;16.028584921492705;26.381819567675386;10.73852166802595;115.33454750636938
26;6.115134954517447;3.957659266236813;60.09426059383735;16.01737707332318;26.516946073468713;10.764959647976033;116.08883790972475
27;6.115134954517447;3.949648554032242;59.98095904709891;16.0050188626824;26.65567604390341;10.73633148753702;116.03909897118463
28;6.115134954517447;3.9679742199608365;59.66924404870986;15.983079629012302;26.611629759788343;10.716571907397018;115.69131309122116
29;6.115134954517447;3.9753525640288894;59.63381037657149;15.96815413370469;26.66336429708949;10.720990838104425;115.69555102071823
30;6.115134954517447;3.9837573153887043;59.72960452550488;15.97353042689662;26.690453025458165;10.748458402135263;115.86675785346777
