TEV5
30
22
30
53
51
37
53
46
65
62
19
2
31
18
2
33
12
26
15
2
6
15
2
0
46
3
36
53
13
27
4
3
95
24
21
64
19
8
16
20
60
21
17
54
7
26
8
23
25
10
30
7
9
28
21
55
33
18
4
23
47
38
57
3
41
34
29
0
4
0
43
50
26
0
8
18
11
36
66
5
34
9
19
93
26
28
1
21
24
21
0
41
37
99
47
32
15
90
4
31
0
16
101
8
33
40
25
13
13
3
2
2
52
66
28
9
15
44
1
28
61
210
29
7
52
8
52
26
36
28
33
46
29
41
59
7
76
59
36
78
33
49
33
11
21
12
43
28
25
27
17
6
23
5
171
9
39
22
41
2
40
8
35
90
28
74
20
17
16
29
80
20
66
48
30
94
27
10
12
8
45
39
45
0
17
14
30
7
16
13
99
3
5
43
25
34
35
54
34
3
24
53
30
24
39
15
9
10
8
14
36
2
9
4
49
210
67
0
11
7
65
8
27
10
72
5
155
7
37
32
60
9
0
40
125
4
9
3
32
43
25
24
19
84
41
1
56
10
31
4
133
64
40
26
84
50
6
58
13
24
3
7
23
65
48
25
31
18
2
7
24
4
57
109
71
4
59
48
37
64
2
84
14
16
26
21
49
7
9
6
44
2
122
3
37
47
3
38
40
30
11
17
13
19
27
1
5
29
46
33
14
32
23
6
36
126
31
71
29
58
114
2
2
4
40
7
23
65
83
66
25
2
84
13
17
35
28
0
39
21
26
2
74
65
31
2
84
16
8
19
50
40
55
1
131
75
11
72
34
24
14
35
13
1
8
30
49
39
8
14
26
113
32
36
19
17
3
2
23
15
29
49
46
1
23
9
19
36
12
99
3
16
3
9
61
7
78
2
88
143
33
3
6
19
2
68
37
95
33
17
46
14
7
5
5
5
0
103
110
71
50
2
1
11
7
29
37
8
28
40
2
41
41
10
9
59
68
4
0
68
8
59
6
34
4
86
44
136
3
85
35
30
18
28
79
161
60
15
41
37
30
88
33
34
9
23
68
11
24
182
10
35
74
53
22
101
18
11
60
92
49
2
66
5
22
137
20
72
60
28
16
3
33
22
99
0
47
48
26
6
27
86
49
80
58
62
7
0
94
94
18
28
19
0
70
16
27
22
9
11
12
14
17
2
4
62
23
5
39
60
111
5
15
28
13
66
15
6
80
56
15
43
21
55
20
66
16
122
23
23
20
39
29
57
9
0
20
13
12
87
2
16
111
15
49
17
14
14
7
73
54
41
31
35
47
110
4
1
20
23
5
0
49
53
48
8
16
25
62
30
39
47
88
6
102
23
5
28
7
30
7
52
70
7
9
18
28
0
17
14
5
4
9
47
55
55
41
10
3
26
7
21
0
34
12
33
24
20
3
34
87
23
12
5
52
23
5
29
27
68
2
0
3
12
8
49
7
69
16
66
6
7
0
4
9
6
47
234
121
38
12
15
