TEV
174
28
48
68
10
1
3
11
3
9
6
3
33
5
4
10
5
2
14
0
6
3
10
0
8
24
4
1
12
10
5
3
6
2
14
4
24
3
1
5
2
24
25
39
2
13
3
15
1
16
1
7
7
7
8
1
1
6
2
16
12
10
36
14
24
11
9
12
44
17
17
30
22
30
53
32
62
80
31
189
13
123
14
60
141
10
2
7
2
5
0
12
4
0
15
10
8
3
6
5
0
21
5
6
13
5
1
6
7
14
3
5
20
6
0
5
15
4
8
29
8
3
6
15
11
23
6
7
27
12
4
1
21
3
9
27
21
29
5
11
10
19
9
51
37
53
35
87
194
95
8
21
18
11
59
31
126
2
4
11
9
8
1
4
4
5
2
5
1
1
32
2
4
4
46
35
6
4
4
21
26
11
4
1
7
4
23
27
10
8
2
11
1
15
5
2
19
22
28
4
10
15
9
23
12
28
25
9
9
24
2
46
65
62
15
292
760
9
23
6
15
2
8
22
2
9
10
23
42
40
19
2
31
18
2
33
12
21
25
237
406
14
53
1
10
6
4
2
2
36
2
21
0
1
8
3
45
5
5
7
16
5
15
7
1
3
22
9
30
23
6
23
18
16
12
3
46
13
12
14
1
2
15
20
3
14
19
14
11
22
26
15
2
6
15
2
0
46
7
16
32
46
4
38
63
191
250
49
25
1
14
38
24
0
7
0
33
4
5
3
3
17
30
2
25
1
9
1
1
38
29
16
7
22
10
25
52
22
33
20
7
1
10
5
7
32
44
3
36
53
13
27
68
24
5
12
10
39
215
274
9
8
1
25
1
16
9
21
6
5
1
1
10
5
5
4
10
4
3
4
7
1
13
6
2
6
31
18
4
10
2
2
4
10
35
43
16
31
5
15
8
13
7
14
45
2
6
36
39
6
15
28
7
13
15
4
3
95
24
159
39
68
291
1
34
69
1
4
16
4
28
0
4
6
6
13
5
8
7
5
0
13
5
20
6
1
4
8
21
23
49
1
4
5
3
12
1
2
2
30
4
2
25
29
14
1
0
2
4
9
4
2
4
4
17
10
5
3
16
1
9
8
1
2
6
6
4
10
2
26
27
2
7
25
1
9
7
15
25
21
64
19
45
26
61
13
134
126
94
2
324
7
4
2
14
16
22
5
9
9
2
14
8
4
2
11
2
2
1
2
54
7
0
13
7
3
1
2
7
16
1
31
5
7
24
29
35
29
18
0
11
18
9
0
16
25
8
16
20
60
21
30
12
30
4
3
93
15
25
23
67
312
16
14
0
10
3
35
16
18
2
1
9
8
34
36
15
0
1
2
7
17
1
3
1
6
1
2
20
6
1
16
7
23
0
51
1
5
6
7
4
31
12
37
5
6
2
3
4
3
0
7
40
11
9
8
53
3
3
5
5
6
18
16
17
54
7
26
8
23
19
1
36
33
7
19
100
118
206
32
111
7
9
9
20
6
6
1
6
4
3
6
14
14
8
18
19
7
10
5
1
3
4
22
2
34
15
8
13
17
15
19
3
3
14
6
43
35
5
17
25
4
1
39
38
17
24
26
25
10
30
7
9
28
21
35
145
167
55
103
71
13
47
1
45
39
8
1
21
12
17
1
3
1
7
16
15
24
23
8
8
4
10
7
6
40
28
21
11
8
6
63
9
2
21
6
9
1
6
13
44
2
22
8
4
0
30
6
20
0
4
25
55
33
18
0
2
118
70
102
265
76
125
24
6
9
5
12
12
21
7
6
1
3
7
4
29
3
21
8
8
7
35
4
5
12
7
2
0
3
20
15
11
1
15
8
27
2
16
19
11
5
58
1
18
9
15
2
12
21
17
4
23
47
38
61
15
25
15
109
24
218
69
195
6
4
4
20
5
3
39
14
2
3
1
13
21
19
1
20
19
12
8
4
8
4
8
3
4
12
22
14
19
1
4
4
6
30
23
12
1
3
39
5
0
9
4
6
2
28
31
3
22
64
57
3
41
28
28
3
24
79
159
10
33
387
4
5
7
25
9
10
7
13
20
0
11
4
17
19
24
5
3
7
13
66
1
10
4
5
11
6
11
21
16
5
18
5
5
0
42
8
27
8
2
1
18
30
24
7
27
34
29
0
4
0
43
39
62
27
79
61
444
1
11
2
6
3
11
2
5
8
29
2
0
7
6
18
1
1
2
6
12
5
4
3
10
4
27
37
9
3
2
15
0
3
4
18
12
0
17
17
6
8
0
16
14
15
3
14
1
25
3
1
10
26
13
15
7
10
18
28
6
5
77
50
26
0
8
6
101
16
175
223
9
140
5
4
6
1
13
3
52
9
13
9
4
0
11
8
8
1
2
3
7
3
38
3
5
21
5
1
3
29
8
6
19
23
3
3
17
7
11
63
13
26
1
5
31
24
4
46
24
1
9
7
20
13
18
