TEV2
11
17
91
35
16
48
19
77
104
171
51
31
22
30
12
24
20
42
61
77
1
111
80
48
39
94
150
64
74
309
104
4
21
9
33
26
18
11
112
58
138
88
52
64
15
55
47
3
10
27
15
29
41
95
10
67
124
17
107
19
173
283
3
86
9
29
36
7
88
53
169
97
4
11
20
60
79
155
17
33
23
65
13
235
21
45
38
15
42
68
38
20
24
2
39
152
53
45
2
49
30
60
40
218
19
21
143
153
48
30
6
4
2
65
97
50
56
44
9
141
66
11
12
16
36
151
115
1
132
17
5
61
30
6
19
84
87
34
30
16
