TEV6
313
1084
777
105
38
578
68
90
533
136
733
35
601
15
40
351
106
202
713
10
177
141
30
652
490
115
156
344
152
875
827
544
66
4
713
133
229
710
803
198
10
149
75
51
2
998
390
144
289
44
57
597
136
527
710
1045
100
83
540
153
82
380
754
191
20
134
75
64
557
122
824
50
919
272
232
3
785
651
1110
428
85
783
500
103
125
80
698
157
824
767
63
43
19
595
418
94
401
739
780
4
562
629
1004
140
540
26
39
181
812
272
205
436
111
59
55
595
13
672
298
71
592
83
36
5
157
51
2
365
16
50
114
157
127
25
432
68
549
736
583
427
118
323
522
28
586
52
58
776
710
589
279
991
530
15
9
397
83
151
164
14
152
560
8
78
487
77
37
63
588
615
77
198
1434
104
132
299
337
79
550
27
554
76
63
73
719
73
403
40
605
778
66
15
569
124
253
724
40
17
937
198
359
235
1056
6
863
78
1076
133
56
638
515
17
141
27
81
158
65
155
192
89
671
5
28
663
4
304
241
355
718
211
63
296
921
94
423
148
587
42
618
239
617
407
74
201
496
301
791
687
417
204
30
598
134
891
1223
694
97
621
19
822
68
9
681
713
358
59
98
740
73
2
715
