DIA;TIEMPO_DESPACHO;TIEMPO_ATENCION;TIEMPO_DERIVACION;TIEMPO_ATRASO;TIEMPO_PROCESO
1;131.31734876119845;19.7920465992533;38.54699915023251;22.512481727653494;191.56558618968495
2;121.34300958217064;21.506185534612676;38.79203489665952;21.840630761979014;173.2524261212984
3;131.01653591193102;20.491191088428675;37.743227535353;15.825366116722222;182.75199202166155
4;124.59656067947054;20.53665321904985;37.299252686685726;13.943675939525008;174.1981374011951
5;125.92280449873083;21.1877642348098;37.00983447988061;13.470713097134762;178.7670129105416
6;118.96309333471356;21.221607982893552;35.368334120417394;13.470713097134762;172.2722062966427
7;119.77964272848247;21.270266940900022;35.2701987076835;11.899922930227547;171.05938765924157
8;119.52694890878936;21.221607982893552;34.59215276617921;11.21076248990937;172.2722062966427
9;119.27425508909627;21.204686108851675;34.53575939576716;11.21076248990937;172.08391081694484
10;118.21830595090879;21.4340724026485;34.78948982908729;10.809807364805465;170.23779332090592
11;118.35567673002859;21.376552153375975;34.73102807578205;10.012565087425656;169.4482064471455
12;116.5821995391801;21.40762130499555;34.43775081842272;10.011206823178327;166.33865961309874
13;113.44926097416113;21.422076047446524;34.423170398990294;10.011206823178327;165.07582739899618
14;114.00438272569049;21.422076047446524;34.40858997955786;10.011206823178327;165.07582739899618
15;112.46824066761016;21.414201960186325;34.27859837124899;10.011206823178327;162.725410482864
16;113.59516665122825;21.18481710818785;34.2667911141217;7.131570184319571;164.1418122749884
17;112.57458685998711;21.164530920145552;34.258306912301435;7.131570184319571;162.16059296959978
18;112.4328682335929;21.18481710818785;34.08968626055524;7.131570184319571;161.37578584162327
19;111.7010433782053;21.066941214137998;33.798761498595496;6.913824626422297;160.53922792793523
20;112.57458685998711;21.186290671498824;33.9231545573567;5.91972667956361;161.83928174306925
21;112.8018602616961;21.204686108851675;34.236524256725986;5.579227613848218;162.49456348213124
22;113.72427753886151;20.967207380642225;34.33636010771269;5.140804685044429;163.1752135650629
23;113.52272628038496;21.124491067052624;34.56990916477186;5.140804685044429;162.93124123722487
24;114.66953434573512;21.1471918587252;34.49852386021585;4.586546352435562;163.31329751420128
25;113.15305712530119;21.155861389435376;34.40858997955786;4.499948379877196;161.84218133297702
26;114.59129998096996;20.938599546644227;34.360256392984006;6.014395878167875;162.51988205413306
27;113.95122931768367;21.1068596989023;34.23973375801593;5.929957438196652;161.6408798783063
28;113.32287333755181;21.235657961095;34.28046806529676;5.929957438196652;161.22348146441897
29;114.26060927045357;21.34533218662255;34.2667911141217;5.9719119857425085;162.57260255350724
30;113.2031565158988;21.3863231781263;34.40858997955786;5.9719119857425085;161.72083404368445
