TEV
62.0
292.0
46.0
4.0
38.0
24.0
5.0
12.0
61.0
30.0
4.0
3.0
93.0
33.0
7.0
19.0
15.0
25.0
15.0
109.0
24.0
79.0
27.0
16.0
17.0
59.0
29.0
133.0
79.0
79.0
141.0
38.0
41.0
42.0
22.0
154.0
30.0
262.0
30.0
57.0
265.0
82.0
8.0
127.0
30.0
57.0
45.0
62.0
70.0
48.0
13.0
72.0
52.0
14.0
4.0
105.0
27.0
42.0
44.0
57.0
5.0
23.0
21.0
25.0
32.0
72.0
88.0
7.0
9.0
2.0
82.0
2.0
124.0
49.0
65.0
60.0
52.0
12.0
48.0
73.0
14.0
14.0
8.0
1.0
14.0
47.0
0.0001
17.0
68.0
112.0
20.0
94.0
51.0
57.0
39.0
103.0
29.0
43.0
69.0
193.0
43.0
17.0
68.0
82.0
134.0
40.0
75.0
36.0
50.0
118.0
138.0
50.0
117.0
38.0
49.0
15.0
52.0
95.0
114.0
22.0
6.0
19.0
124.0
67.0
73.0
120.0
64.0
24.0
122.0
51.0
22.0
122.0
33.0
18.0
32.0
20.0
12.0
76.0
105.0
113.0
2.0
7.0
10.0
19.0
1.0
70.0
5.0
124.0
37.0
24.0
138.0
26.0
22.0
107.0
142.0
15.0
35.0
42.0
35.0
22.0
53.0
12.0
50.0
56.0
228.0
6.0
50.0
11.0
31.0
7.0
104.0
4.0
16.0
7.0
16.0
22.0
2.0
93.0
14.0
28.0
5.0
65.0
9.0
52.0
159.0
6.0
66.0
89.0
56.0
13.0
9.0
38.0
12.0
7.0
1.0
93.0
74.0
91.0
3.0
17.0
2.0
9.0
202.0
69.0
78.0
2.0
3.0
11.0
15.0
228.0
15.0
29.0
177.0
76.0
15.0
82.0
93.0
36.0
120.0
82.0
23.0
28.0
56.0
9.0
29.0
56.0
14.0
11.0
14.0
3.0
37.0
75.0
16.0
146.0
48.0
2.0
86.0
9.0
6.0
18.0
73.0
17.0
34.0
4.0
16.0
9.0
109.0
44.0
83.0
38.0
8.0
15.0
27.0
4.0
160.0
37.0
37.0
37.0
51.0
12.0
55.0
22.0
9.0
38.0
113.0
27.0
133.0
72.0
22.0
60.0
104.0
2.0
7.0
78.0
35.0
5.0
82.0
68.0
157.0
17.0
46.0
23.0
14.0
17.0
32.0
40.0
39.0
11.0
84.0
19.0
1.0
122.0
1.0
88.0
18.0
14.0
55.0
71.0
115.0
14.0
1.0
99.0
70.0
88.0
67.0
61.0
144.0
46.0
14.0
27.0
16.0
78.0
50.0
6.0
67.0
14.0
56.0
87.0
64.0
13.0
88.0
63.0
79.0
43.0
15.0
36.0
13.0
37.0
4.0
66.0
8.0
16.0
18.0
5.0
23.0
2.0
2.0
87.0
185.0
53.0
3.0
33.0
50.0
60.0
11.0
45.0
38.0
47.0
8.0
35.0
13.0
25.0
13.0
9.0
11.0
9.0
18.0
74.0
20.0
79.0
67.0
19.0
85.0
55.0
22.0
171.0
3.0
25.0
6.0
17.0
13.0
1.0
15.0
40.0
0.0001
7.0
2.0
40.0
136.0
16.0
104.0
59.0
8.0
8.0
25.0
9.0
96.0
11.0
123.0
33.0
71.0
44.0
49.0
318.0
44.0
104.0
181.0
18.0
25.0
4.0
65.0
4.0
45.0
43.0
40.0
129.0
39.0
91.0
22.0
37.0
63.0
87.0
28.0
41.0
38.0
124.0
62.0
7.0
17.0
11.0
97.0
8.0
17.0
74.0
57.0
9.0
25.0
39.0
24.0
80.0
46.0
59.0
76.0
25.0
84.0
55.0
80.0
2.0
21.0
90.0
64.0
73.0
211.0
