TEV
48.0
14.0
60.0
31.0
126.0
1.0
34.0
32.0
111.0
13.0
76.0
60.0
67.0
119.0
271.0
21.0
51.0
7.0
7.0
4.0
23.0
42.0
92.0
101.0
207.0
35.0
36.0
89.0
3.0
26.0
109.0
65.0
34.0
44.0
99.0
24.0
13.0
26.0
1.0
126.0
122.0
27.0
10.0
56.0
18.0
85.0
19.0
109.0
36.0
31.0
252.0
154.0
134.0
55.0
188.0
33.0
44.0
119.0
219.0
50.0
182.0
31.0
130.0
49.0
91.0
26.0
46.0
26.0
103.0
100.0
41.0
65.0
289.0
14.0
4.0
17.0
63.0
0.0001
155.0
32.0
53.0
147.0
9.0
5.0
9.0
16.0
227.0
32.0
107.0
115.0
28.0
51.0
50.0
131.0
46.0
112.0
51.0
34.0
107.0
12.0
47.0
86.0
71.0
5.0
3.0
1.0
253.0
93.0
0.0001
329.0
65.0
16.0
104.0
120.0
36.0
32.0
65.0
58.0
21.0
62.0
59.0
78.0
78.0
59.0
10.0
155.0
137.0
181.0
64.0
2.0
44.0
34.0
10.0
16.0
21.0
19.0
16.0
6.0
62.0
94.0
111.0
39.0
19.0
47.0
22.0
103.0
12.0
46.0
103.0
86.0
8.0
116.0
13.0
62.0
19.0
54.0
27.0
1.0
19.0
14.0
4.0
62.0
30.0
107.0
18.0
55.0
295.0
2.0
3.0
155.0
57.0
3.0
37.0
31.0
100.0
102.0
47.0
78.0
200.0
214.0
115.0
99.0
106.0
242.0
49.0
32.0
28.0
41.0
229.0
17.0
10.0
37.0
