TEV
13
123
8
21
18
103
69
28
66
303
48
27
109
28
83
54
230
10
343
192
49
126
17
61
319
181
19
171
42
227
4
19
167
50
130
130
6
59
24
24
64
210
67
264
264
215
467
236
120
285
110
97
106
64
42
92
65
175
70
367
22
54
124
69
87
87
173
94
122
6
28
32
80
75
200
52
226
17
65
47
25
3
40
34
59
49
75
34
55
8
71
21
79
74
80
160
190
145
61
354
488
60
138
88
96
135
4
183
109
187
34
30
114
107
77
58
50
31
76
293
36
