DIA;TIEMPO_ATRASO;TIEMPO_DESPACHO;TIEMPO_IDA;TIEMPO_ATENCION;TIEMPO_TRASLADO;TIEMPO_DERIVACION;TIEMPO_PROCESO
1;0.0;3.9833232118558852;43.83553705764018;15.353639774850123;21.453803161133326;9.950689154337622;93.95215734619269
2;0.0;4.099001669535443;50.84241667077592;16.654847327801765;23.7814001494366;10.918526105587418;105.8122584420066
3;0.0;3.880928510212211;50.133011170616385;16.16012574136111;24.8512621953106;11.125774549922966;105.33290422929147
4;0.0;3.805203574767895;55.406220160224436;16.403207863500146;25.856592320437134;11.290739563599894;111.53412831178262
5;0.0;3.8081652143570057;54.427856804088265;16.659376434061766;25.650313838670453;11.291936582777414;111.05873526547353
6;0.0;3.726436542343551;54.89265046684999;16.124665532560265;25.658341960680637;11.358580141987938;110.71865871364275
7;0.0;3.7222499622995207;54.784354886098036;16.172063420003767;25.27075083437122;11.041648046448389;109.88884255671626
8;0.0;3.7179405877351464;56.0500348874814;16.23690498806543;25.62634854380912;11.105422869922968;111.50892105970057
9;0.0;3.6515210903373343;55.85143933685848;16.334179377027407;25.68571886810195;11.032862093561963;111.34330204361972
10;0.0;3.6762916580096174;55.923098919032036;16.087249391020617;25.836364003555527;11.048962551984454;111.39532968891706
11;0.0;3.7588728848317263;55.55915696651404;15.845507960015128;25.642659907953032;11.028286993111532;110.654842656855
12;0.0;3.793909734790208;56.05315730363226;15.935860875166997;25.62971365195791;11.0705828570303;111.2503341888109
13;0.0;3.8116143265717786;56.04712442166687;15.919062202255953;25.826917839266613;10.952484338985753;111.35353544667166
14;0.0;3.819147844680082;55.84032334459384;15.88647534505523;25.756502474529505;10.957866775092297;111.09469389343506
15;0.0;3.7970925125065635;55.8863450420807;15.931535566156361;25.617988001198743;11.013338877634762;111.07012791154509
16;0.0;3.848711861863416;55.8397164796896;15.81589919421981;25.641155064866094;11.047714169029346;110.98519710084767
17;0.0;3.8644509874680106;55.93872328573335;15.835176663868992;25.677015309826494;11.06980573179128;111.18085136918462
18;1.8017497399196145;3.898802390568037;56.071979980583336;15.765606996152842;25.783801843400852;11.039761907611968;111.32923802038388
19;1.8017497399196145;3.891654177604164;56.45385592370177;15.758490672138452;25.96172730498815;11.087027098408509;111.90508112183207
20;1.8017497399196145;3.9105797665939424;56.92763628993841;15.70774004456625;25.997752246432327;11.091859734205421;112.40285750744545
21;1.8017497399196145;3.9118615651715523;57.46510592109008;15.815401715072115;25.968270898985388;11.149339786358436;113.03955209548593
22;1.8017497399196145;3.8996080536215088;57.43629016865818;15.799205281440667;25.99445479834213;11.148761637833175;113.01887757662519
23;1.8017497399196145;3.906266677820494;57.37067296985185;15.87959616466221;26.100555982623757;11.142865526159742;113.15858940607319
24;1.8017497399196145;3.899428010574764;57.04858888233978;15.825431574532999;26.120997614231385;11.132195726604737;112.77378360470988
25;1.8017497399196145;3.8890337960734507;57.13827667764994;15.812555849760228;26.140814966004267;11.101941107083018;112.8934076118264
26;1.8017497399196145;3.882162644925607;57.17657600191276;15.787502537274454;26.256199619283418;11.079084680505922;112.98642023814054
27;7.039564964218395;3.9136733184965036;57.6689932844078;15.795919717366374;26.26224957155639;11.09307283948109;113.55045034570735
28;7.039564964218395;3.919105909898365;57.65371466141129;15.812584254226538;26.303324143596264;11.087843302625666;113.56325447216655
29;7.039564964218395;3.9121447025343743;57.31689845914639;15.824377617438838;26.344515408348613;11.081547837888289;113.2480265585912
30;7.039564964218395;3.9190967589187595;57.202371394827274;15.847070605374245;26.409456696713107;11.102274165795594;113.2519543596879
