TEV
174.0
95.0
312.0
206.0
10.0
33.0
223.0
3.0
360.0
38.0
272.0
28.0
51.0
279.0
431.0
26.0
127.0
41.0
83.0
228.0
91.0
686.0
77.0
127.0
35.0
52.0
324.0
251.0
7.0
91.0
360.0
205.0
354.0
65.0
57.0
145.0
311.0
256.0
52.0
376.0
273.0
71.0
89.0
88.0
53.0
0.0001
432.0
105.0
185.0
91.0
204.0
27.0
421.0
163.0
46.0
419.0
359.0
576.0
28.0
149.0
128.0
54.0
30.0
1.0
546.0
54.0
12.0
442.0
26.0
60.0
481.0
181.0
345.0
186.0
41.0
226.0
372.0
336.0
31.0
43.0
11.0
40.0
9.0
53.0
50.0
230.0
375.0
101.0
431.0
53.0
96.0
135.0
382.0
409.0
8.0
125.0
22.0
216.0
140.0
294.0
249.0
6.0
183.0
111.0
625.0
26.0
94.0
523.0
399.0
147.0
307.0
99.0
105.0
7.0
326.0
231.0
381.0
311.0
96.0
92.0
226.0
424.0
21.0
231.0
193.0
230.0
110.0
98.0
299.0
3.0
14.0
315.0
55.0
163.0
371.0
167.0
329.0
80.0
107.0
252.0
104.0
173.0
110.0
316.0
147.0
